clip_id,num_models,agreement_rate,prediction_entropy,mean_confidence,majority_class_id,majority_label,majority_vote_count,vote_count_0_Highly Disengage,vote_proportion_0_Highly Disengage,vote_count_1_Disengage,vote_proportion_1_Disengage,vote_count_2_Engage,vote_proportion_2_Engage,vote_count_3_Highly Engage,vote_proportion_3_Highly Engage,predicted_id__openface_mlp/ce,predicted_label__openface_mlp/ce,confidence__openface_mlp/ce,predicted_id__openface_mlp/weighted_ce,predicted_label__openface_mlp/weighted_ce,confidence__openface_mlp/weighted_ce,predicted_id__openface_mlp/ordinal,predicted_label__openface_mlp/ordinal,confidence__openface_mlp/ordinal,predicted_id__temporal_cnn/ce,predicted_label__temporal_cnn/ce,confidence__temporal_cnn/ce,predicted_id__temporal_cnn/weighted_ce,predicted_label__temporal_cnn/weighted_ce,confidence__temporal_cnn/weighted_ce,predicted_id__temporal_cnn/ordinal,predicted_label__temporal_cnn/ordinal,confidence__temporal_cnn/ordinal,predicted_id__lstm/ce,predicted_label__lstm/ce,confidence__lstm/ce,predicted_id__lstm/weighted_ce,predicted_label__lstm/weighted_ce,confidence__lstm/weighted_ce,predicted_id__lstm/ordinal,predicted_label__lstm/ordinal,confidence__lstm/ordinal,predicted_id__transformer/ce,predicted_label__transformer/ce,confidence__transformer/ce,predicted_id__transformer/weighted_ce,predicted_label__transformer/weighted_ce,confidence__transformer/weighted_ce,predicted_id__transformer/ordinal,predicted_label__transformer/ordinal,confidence__transformer/ordinal,predicted_id__i3d_mlp/ce,predicted_label__i3d_mlp/ce,confidence__i3d_mlp/ce,predicted_id__i3d_mlp/weighted_ce,predicted_label__i3d_mlp/weighted_ce,confidence__i3d_mlp/weighted_ce,predicted_id__i3d_mlp/ordinal,predicted_label__i3d_mlp/ordinal,confidence__i3d_mlp/ordinal,predicted_id__openface_tcn_i3d_fusion/ce,predicted_label__openface_tcn_i3d_fusion/ce,confidence__openface_tcn_i3d_fusion/ce,predicted_id__openface_tcn_i3d_fusion/weighted_ce,predicted_label__openface_tcn_i3d_fusion/weighted_ce,confidence__openface_tcn_i3d_fusion/weighted_ce,predicted_id__openface_tcn_i3d_fusion/ordinal,predicted_label__openface_tcn_i3d_fusion/ordinal,confidence__openface_tcn_i3d_fusion/ordinal
first_quarter_0019_10s,18,0.27450980392156865,0.8860386268675405,0.6707450648148855,2,Engage,7,1,0.05555555555555555,4,0.2222222222222222,7,0.3888888888888889,6,0.3333333333333333,1,Disengage,0.5011630654335022,2,Engage,0.35539159178733826,1,Disengage,1.0,2,Engage,0.9984966516494751,2,Engage,1.0,3,Highly Engage,0.9390934109687805,2,Engage,0.4909372329711914,2,Engage,0.6008985638618469,3,Highly Engage,0.4282084107398987,2,Engage,0.4763893187046051,1,Disengage,0.7228719592094421,1,Disengage,0.6892945170402527,3,Highly Engage,0.5331107378005981,3,Highly Engage,0.5465337038040161,3,Highly Engage,0.8933867812156677,0,Highly Disengage,0.5207328796386719,3,Highly Engage,0.9026824235916138,2,Engage,0.4742199182510376
first_quarter_0020_10s,18,0.26143790849673204,0.9206250851407775,0.6751608600219091,3,Highly Engage,7,2,0.1111111111111111,3,0.16666666666666666,6,0.3333333333333333,7,0.3888888888888889,2,Engage,0.6355985403060913,2,Engage,0.31135568022727966,2,Engage,1.0,2,Engage,0.9463574290275574,2,Engage,0.5262672901153564,3,Highly Engage,0.9906807541847229,3,Highly Engage,0.6541780233383179,3,Highly Engage,0.8705659508705139,2,Engage,0.40991607308387756,3,Highly Engage,0.4208029806613922,1,Disengage,0.5275934934616089,1,Disengage,0.6615942716598511,3,Highly Engage,0.6311396956443787,3,Highly Engage,0.6258019804954529,3,Highly Engage,0.7309775352478027,0,Highly Disengage,0.8040866255760193,0,Highly Disengage,0.8812026977539062,1,Disengage,0.5247764587402344
first_quarter_0025_10s,18,0.23529411764705882,0.9625632797054146,0.718336875240008,2,Engage,7,3,0.16666666666666666,4,0.2222222222222222,7,0.3888888888888889,4,0.2222222222222222,1,Disengage,0.5476248264312744,1,Disengage,0.2918030321598053,1,Disengage,1.0,2,Engage,0.6572075486183167,2,Engage,1.0,3,Highly Engage,0.808319628238678,2,Engage,0.4021386504173279,0,Highly Disengage,0.7776193618774414,0,Highly Disengage,0.8257514834403992,2,Engage,0.8341963887214661,2,Engage,0.5997403264045715,2,Engage,0.6625025868415833,3,Highly Engage,0.7986002564430237,3,Highly Engage,0.9505372047424316,3,Highly Engage,0.9950481057167053,0,Highly Disengage,0.6690009236335754,1,Disengage,0.5731564164161682,2,Engage,0.5368170142173767
first_quarter_0027_10s,18,0.3660130718954248,0.7841591278514218,0.6689873701996274,1,Disengage,10,2,0.1111111111111111,10,0.5555555555555556,5,0.2777777777777778,1,0.05555555555555555,1,Disengage,0.8011863231658936,1,Disengage,0.29114124178886414,1,Disengage,1.0,2,Engage,0.9928303360939026,2,Engage,0.9999294281005859,2,Engage,0.9767240285873413,1,Disengage,0.47194015979766846,0,Highly Disengage,0.4559655487537384,0,Highly Disengage,0.789933443069458,2,Engage,0.5109539031982422,1,Disengage,0.5395419001579285,1,Disengage,0.6899353861808777,1,Disengage,0.36567363142967224,2,Engage,0.5010215640068054,3,Highly Engage,0.6775253415107727,1,Disengage,0.6166099309921265,1,Disengage,0.8994971513748169,1,Disengage,0.4613633453845978
first_quarter_0031_10s,18,0.27450980392156865,0.908170056926704,0.7051883389552435,2,Engage,8,2,0.1111111111111111,3,0.16666666666666666,8,0.4444444444444444,5,0.2777777777777778,2,Engage,0.8771080374717712,1,Disengage,0.29076993465423584,1,Disengage,1.0,2,Engage,0.7510101199150085,2,Engage,0.9969111084938049,3,Highly Engage,0.6029857993125916,2,Engage,0.6619307994842529,0,Highly Disengage,0.6189848184585571,0,Highly Disengage,0.9205292463302612,2,Engage,0.8443310260772705,2,Engage,0.6020597815513611,2,Engage,0.6226568818092346,3,Highly Engage,0.6951846480369568,3,Highly Engage,0.7766166925430298,3,Highly Engage,0.7753002643585205,3,Highly Engage,0.3620780408382416,1,Disengage,0.7262564897537231,2,Engage,0.5686764121055603
first_quarter_0032_10s,18,0.3137254901960784,0.7733158076968889,0.6966275291310416,3,Highly Engage,8,0,0.0,5,0.2777777777777778,5,0.2777777777777778,8,0.4444444444444444,2,Engage,0.6433960795402527,3,Highly Engage,0.6076960563659668,2,Engage,1.0,2,Engage,0.9438197612762451,3,Highly Engage,0.9670832753181458,3,Highly Engage,0.9987174272537231,3,Highly Engage,0.6540651321411133,3,Highly Engage,0.866507887840271,3,Highly Engage,0.6550465226173401,1,Disengage,0.42238080501556396,1,Disengage,0.7068417072296143,1,Disengage,0.5633925795555115,2,Engage,0.727485716342926,3,Highly Engage,0.41996172070503235,3,Highly Engage,0.8265678882598877,1,Disengage,0.49732455611228943,1,Disengage,0.5854834914207458,2,Engage,0.4535249173641205
first_quarter_0038_10s,18,0.26143790849673204,0.9206250851407777,0.6780108461777369,1,Disengage,7,3,0.16666666666666666,7,0.3888888888888889,2,0.1111111111111111,6,0.3333333333333333,1,Disengage,0.6663921475410461,3,Highly Engage,0.3868160545825958,1,Disengage,1.0,3,Highly Engage,0.5180712342262268,3,Highly Engage,0.9999072551727295,3,Highly Engage,0.9999966621398926,2,Engage,0.582948625087738,0,Highly Disengage,0.4775146543979645,1,Disengage,0.48329493403434753,1,Disengage,0.37549275159835815,1,Disengage,0.6211835741996765,1,Disengage,0.5338632464408875,2,Engage,0.527014970779419,3,Highly Engage,0.8154204487800598,3,Highly Engage,0.9388486742973328,0,Highly Disengage,0.8573475480079651,0,Highly Disengage,0.934689462184906,1,Disengage,0.4853929877281189
first_quarter_0039_10s,18,0.24183006535947713,0.9455305560363264,0.6588222483793894,1,Disengage,6,2,0.1111111111111111,6,0.3333333333333333,6,0.3333333333333333,4,0.2222222222222222,1,Disengage,0.507220447063446,2,Engage,0.28989338874816895,1,Disengage,1.0,3,Highly Engage,0.844545841217041,2,Engage,0.9696574211120605,3,Highly Engage,0.9998319149017334,1,Disengage,0.3555091917514801,0,Highly Disengage,0.5765250325202942,0,Highly Disengage,0.8591493368148804,2,Engage,0.6530853509902954,1,Disengage,0.3999936580657959,2,Engage,0.4331580400466919,2,Engage,0.6986557841300964,3,Highly Engage,0.480506032705307,3,Highly Engage,0.820991039276123,1,Disengage,0.8108819723129272,1,Disengage,0.5838761925697327,2,Engage,0.5753198266029358
first_quarter_0041_10s,18,0.29411764705882354,0.8611331559719917,0.757125155793296,1,Disengage,7,3,0.16666666666666666,7,0.3888888888888889,7,0.3888888888888889,1,0.05555555555555555,2,Engage,0.8031007051467896,1,Disengage,0.387670636177063,2,Engage,1.0,1,Disengage,0.6521180272102356,1,Disengage,0.9387316107749939,0,Highly Disengage,0.9594535827636719,3,Highly Engage,0.6319833397865295,1,Disengage,0.5261237025260925,0,Highly Disengage,0.8724799156188965,2,Engage,0.6329966187477112,0,Highly Disengage,0.717624843120575,1,Disengage,0.7131848335266113,2,Engage,0.9146023988723755,2,Engage,0.7393172979354858,2,Engage,0.9506282806396484,1,Disengage,0.8577873706817627,1,Disengage,0.8439361453056335,2,Engage,0.48651349544525146
first_quarter_0048_10s,18,0.23529411764705882,0.9625632797054146,0.6844696833027734,2,Engage,7,4,0.2222222222222222,3,0.16666666666666666,7,0.3888888888888889,4,0.2222222222222222,2,Engage,0.8256452083587646,1,Disengage,0.2924559414386749,1,Disengage,1.0,2,Engage,0.9015277028083801,2,Engage,0.9970431923866272,3,Highly Engage,0.6597540378570557,2,Engage,0.6639323830604553,0,Highly Disengage,0.42801380157470703,0,Highly Disengage,0.9073068499565125,2,Engage,0.8353667259216309,2,Engage,0.6020277738571167,2,Engage,0.5915009379386902,3,Highly Engage,0.4879873991012573,3,Highly Engage,0.522732675075531,3,Highly Engage,0.7902358770370483,0,Highly Disengage,0.6486139297485352,0,Highly Disengage,0.6671499609947205,1,Disengage,0.49915990233421326
first_quarter_0049_10s,18,0.37254901960784315,0.7177602521413333,0.6530990650256475,2,Engage,10,0,0.0,4,0.2222222222222222,10,0.5555555555555556,4,0.2222222222222222,2,Engage,0.9009391069412231,3,Highly Engage,0.414272665977478,2,Engage,1.0,2,Engage,0.5210303068161011,1,Disengage,0.8400606513023376,2,Engage,0.991161584854126,3,Highly Engage,0.6338745951652527,3,Highly Engage,0.7647980451583862,2,Engage,0.3609950542449951,2,Engage,0.7854243516921997,1,Disengage,0.5262600183486938,2,Engage,0.5262511968612671,2,Engage,0.6628140211105347,2,Engage,0.3105655908584595,3,Highly Engage,0.5482455492019653,1,Disengage,0.5820828676223755,1,Disengage,0.9124271273612976,2,Engage,0.47458043694496155
first_quarter_0058_10s,18,0.26143790849673204,0.9206250851407775,0.7040412475665411,2,Engage,7,2,0.1111111111111111,6,0.3333333333333333,7,0.3888888888888889,3,0.16666666666666666,2,Engage,0.767352283000946,2,Engage,0.3038940131664276,2,Engage,1.0,1,Disengage,0.7194158434867859,1,Disengage,0.8417122960090637,1,Disengage,0.7578284740447998,3,Highly Engage,0.6467069387435913,2,Engage,0.4822349548339844,0,Highly Disengage,0.9060075283050537,2,Engage,0.8832029104232788,0,Highly Disengage,0.5291035771369934,1,Disengage,0.6466834545135498,2,Engage,0.5741867423057556,3,Highly Engage,0.726093053817749,3,Highly Engage,0.8129609227180481,1,Disengage,0.8199688792228699,1,Disengage,0.721623420715332,2,Engage,0.5337671637535095
first_quarter_0059_10s,18,0.33986928104575165,0.8060986113514965,0.6151354445351495,2,Engage,9,2,0.1111111111111111,6,0.3333333333333333,9,0.5,1,0.05555555555555555,2,Engage,0.6086680293083191,2,Engage,0.28989338874816895,1,Disengage,1.0,2,Engage,0.5588493347167969,2,Engage,0.9337241649627686,2,Engage,0.6445121169090271,1,Disengage,0.4401552975177765,2,Engage,0.3742818832397461,0,Highly Disengage,0.8921987414360046,2,Engage,0.5061900615692139,1,Disengage,0.5292642712593079,1,Disengage,0.5660822987556458,2,Engage,0.5229659080505371,2,Engage,0.4957357943058014,3,Highly Engage,0.8333308100700378,1,Disengage,0.8188444972038269,0,Highly Disengage,0.561275839805603,1,Disengage,0.4964655637741089
first_quarter_0061_10s,18,0.3137254901960784,0.8588801260706668,0.7418514225218031,0,Highly Disengage,9,9,0.5,5,0.2777777777777778,2,0.1111111111111111,2,0.1111111111111111,1,Disengage,0.8838530778884888,0,Highly Disengage,0.7247714996337891,1,Disengage,1.0,0,Highly Disengage,0.5836762189865112,0,Highly Disengage,0.8559793829917908,0,Highly Disengage,0.7761552929878235,0,Highly Disengage,0.5358237028121948,0,Highly Disengage,0.9618698358535767,0,Highly Disengage,0.9128774404525757,2,Engage,0.541593611240387,0,Highly Disengage,0.4612973928451538,0,Highly Disengage,0.3238462805747986,2,Engage,0.7187248468399048,3,Highly Engage,0.5846051573753357,3,Highly Engage,0.9757018089294434,1,Disengage,0.9649651646614075,1,Disengage,0.9457694292068481,1,Disengage,0.6018154621124268
first_quarter_0062_10s,18,0.3137254901960784,0.7733158076968889,0.6834947533077664,3,Highly Engage,8,0,0.0,5,0.2777777777777778,5,0.2777777777777778,8,0.4444444444444444,2,Engage,0.6922915577888489,3,Highly Engage,0.3715667724609375,2,Engage,1.0,2,Engage,0.5185832381248474,1,Disengage,0.7633081078529358,3,Highly Engage,0.9494562149047852,3,Highly Engage,0.672551691532135,3,Highly Engage,0.42907312512397766,1,Disengage,0.4162343442440033,2,Engage,0.7635990381240845,1,Disengage,0.6447822451591492,1,Disengage,0.7187677621841431,3,Highly Engage,0.5507034063339233,2,Engage,0.5308020114898682,3,Highly Engage,0.9209936261177063,1,Disengage,0.7597071528434753,3,Highly Engage,0.8625757694244385,3,Highly Engage,0.7379094958305359
first_quarter_0072_10s,18,0.3006535947712418,0.7857708359109623,0.6834658318095737,2,Engage,7,0,0.0,5,0.2777777777777778,7,0.3888888888888889,6,0.3333333333333333,2,Engage,0.7862662672996521,3,Highly Engage,0.39074772596359253,2,Engage,1.0,2,Engage,0.8340786099433899,1,Disengage,0.7217244505882263,2,Engage,0.963659942150116,3,Highly Engage,0.6397324204444885,3,Highly Engage,0.8485105037689209,3,Highly Engage,0.3841804563999176,2,Engage,0.5668512582778931,1,Disengage,0.8158241510391235,1,Disengage,0.6275811791419983,2,Engage,0.8057459592819214,3,Highly Engage,0.4626476466655731,3,Highly Engage,0.5007291436195374,1,Disengage,0.567058801651001,1,Disengage,0.8824805617332458,2,Engage,0.5045658946037292
first_quarter_0134_10s,18,0.27450980392156865,0.9081700569267038,0.7056218584378561,2,Engage,8,5,0.2777777777777778,2,0.1111111111111111,8,0.4444444444444444,3,0.16666666666666666,2,Engage,0.6147621870040894,0,Highly Disengage,0.35751569271087646,1,Disengage,1.0,2,Engage,0.9999198913574219,2,Engage,0.9999974966049194,2,Engage,0.5650544762611389,0,Highly Disengage,0.353503942489624,2,Engage,0.4795117974281311,0,Highly Disengage,0.8983572125434875,2,Engage,0.9070667028427124,2,Engage,0.6249762177467346,1,Disengage,0.5093778371810913,3,Highly Engage,0.6122095584869385,3,Highly Engage,0.731345534324646,3,Highly Engage,0.9605021476745605,0,Highly Disengage,0.8223832845687866,0,Highly Disengage,0.7997010946273804,2,Engage,0.46500837802886963
first_quarter_0135_10s,18,0.24183006535947713,0.9524375025776292,0.7081643657551872,1,Disengage,7,3,0.16666666666666666,7,0.3888888888888889,5,0.2777777777777778,3,0.16666666666666666,1,Disengage,0.8332173228263855,0,Highly Disengage,0.6649526953697205,1,Disengage,1.0,2,Engage,0.8398587107658386,2,Engage,0.9968335032463074,2,Engage,0.910884439945221,1,Disengage,0.41624096035957336,3,Highly Engage,0.6789367198944092,3,Highly Engage,0.5694427490234375,1,Disengage,0.5522791743278503,1,Disengage,0.4828644394874573,1,Disengage,0.5927260518074036,2,Engage,0.7635618448257446,0,Highly Disengage,0.5722260475158691,3,Highly Engage,0.7556931376457214,1,Disengage,0.7617022395133972,0,Highly Disengage,0.8038092255592346,2,Engage,0.5517293214797974
first_quarter_0139_10s,18,0.26143790849673204,0.9206250851407775,0.6612013164493773,1,Disengage,7,2,0.1111111111111111,7,0.3888888888888889,6,0.3333333333333333,3,0.16666666666666666,1,Disengage,0.882430911064148,0,Highly Disengage,0.909503698348999,1,Disengage,1.0,2,Engage,0.9911820888519287,2,Engage,0.9999265670776367,2,Engage,0.504092276096344,1,Disengage,0.6810838580131531,2,Engage,0.3707977831363678,1,Disengage,0.35698968172073364,2,Engage,0.4965961277484894,1,Disengage,0.5055446624755859,1,Disengage,0.47996053099632263,3,Highly Engage,0.409603476524353,3,Highly Engage,0.6880053281784058,3,Highly Engage,0.8357574939727783,0,Highly Disengage,0.7221442461013794,1,Disengage,0.5978962779045105,2,Engage,0.47010868787765503
first_quarter_0143_10s,18,0.45098039215686275,0.7233083338141042,0.7374310741821924,0,Highly Disengage,12,12,0.6666666666666666,2,0.1111111111111111,2,0.1111111111111111,2,0.1111111111111111,1,Disengage,0.8944389224052429,0,Highly Disengage,0.34557926654815674,1,Disengage,1.0,0,Highly Disengage,0.5083301663398743,0,Highly Disengage,0.7946977615356445,2,Engage,0.7448632121086121,0,Highly Disengage,0.4503905177116394,0,Highly Disengage,0.9694190621376038,0,Highly Disengage,0.8750612735748291,0,Highly Disengage,0.7441527247428894,0,Highly Disengage,0.960240364074707,0,Highly Disengage,0.9801924824714661,2,Engage,0.47260865569114685,3,Highly Engage,0.6457244157791138,3,Highly Engage,0.7559577822685242,0,Highly Disengage,0.6480217576026917,0,Highly Disengage,0.9869624972343445,0,Highly Disengage,0.4971184730529785
