clip_id,num_models,agreement_rate,prediction_entropy,mean_confidence,majority_class_id,majority_label,majority_vote_count,vote_count_0_Highly Disengage,vote_proportion_0_Highly Disengage,vote_count_1_Disengage,vote_proportion_1_Disengage,vote_count_2_Engage,vote_proportion_2_Engage,vote_count_3_Highly Engage,vote_proportion_3_Highly Engage,predicted_id__openface_mlp/ce,predicted_label__openface_mlp/ce,confidence__openface_mlp/ce,predicted_id__openface_mlp/weighted_ce,predicted_label__openface_mlp/weighted_ce,confidence__openface_mlp/weighted_ce,predicted_id__openface_mlp/ordinal,predicted_label__openface_mlp/ordinal,confidence__openface_mlp/ordinal,predicted_id__temporal_cnn/ce,predicted_label__temporal_cnn/ce,confidence__temporal_cnn/ce,predicted_id__temporal_cnn/weighted_ce,predicted_label__temporal_cnn/weighted_ce,confidence__temporal_cnn/weighted_ce,predicted_id__temporal_cnn/ordinal,predicted_label__temporal_cnn/ordinal,confidence__temporal_cnn/ordinal,predicted_id__lstm/ce,predicted_label__lstm/ce,confidence__lstm/ce,predicted_id__lstm/weighted_ce,predicted_label__lstm/weighted_ce,confidence__lstm/weighted_ce,predicted_id__lstm/ordinal,predicted_label__lstm/ordinal,confidence__lstm/ordinal,predicted_id__transformer/ce,predicted_label__transformer/ce,confidence__transformer/ce,predicted_id__transformer/weighted_ce,predicted_label__transformer/weighted_ce,confidence__transformer/weighted_ce,predicted_id__transformer/ordinal,predicted_label__transformer/ordinal,confidence__transformer/ordinal,predicted_id__i3d_mlp/ce,predicted_label__i3d_mlp/ce,confidence__i3d_mlp/ce,predicted_id__i3d_mlp/weighted_ce,predicted_label__i3d_mlp/weighted_ce,confidence__i3d_mlp/weighted_ce,predicted_id__i3d_mlp/ordinal,predicted_label__i3d_mlp/ordinal,confidence__i3d_mlp/ordinal,predicted_id__openface_tcn_i3d_fusion/ce,predicted_label__openface_tcn_i3d_fusion/ce,confidence__openface_tcn_i3d_fusion/ce,predicted_id__openface_tcn_i3d_fusion/weighted_ce,predicted_label__openface_tcn_i3d_fusion/weighted_ce,confidence__openface_tcn_i3d_fusion/weighted_ce,predicted_id__openface_tcn_i3d_fusion/ordinal,predicted_label__openface_tcn_i3d_fusion/ordinal,confidence__openface_tcn_i3d_fusion/ordinal
video10_130_person12,18,0.5359477124183006,0.5610568385545543,0.6283900671535068,2,Engage,13,0,0.0,2,0.1111111111111111,13,0.7222222222222222,3,0.16666666666666666,2,Engage,0.7549926042556763,3,Highly Engage,0.529099702835083,2,Engage,1.0,2,Engage,0.7790029644966125,3,Highly Engage,0.5636063814163208,3,Highly Engage,0.423829972743988,2,Engage,0.8319093585014343,2,Engage,0.5825197100639343,2,Engage,0.4516938924789428,2,Engage,0.7898707985877991,2,Engage,0.4576904475688934,1,Disengage,0.7214581370353699,2,Engage,0.7106856107711792,2,Engage,0.4948276877403259,1,Disengage,0.5609076023101807,2,Engage,0.6789866089820862,2,Engage,0.5581046938896179,2,Engage,0.4218350350856781
video10_131_person0,18,0.477124183006536,0.4955380299191111,0.6739087750514349,2,Engage,10,0,0.0,8,0.4444444444444444,10,0.5555555555555556,0,0.0,2,Engage,0.830594539642334,1,Disengage,0.5536662340164185,2,Engage,1.0,1,Disengage,0.6228623986244202,2,Engage,0.5899167656898499,1,Disengage,0.7759514451026917,2,Engage,0.5735692381858826,2,Engage,0.6684365272521973,1,Disengage,0.3822524547576904,2,Engage,0.7547693252563477,1,Disengage,0.7800698280334473,1,Disengage,0.7666253447532654,2,Engage,0.7630336284637451,2,Engage,0.5333141684532166,1,Disengage,0.5897353291511536,2,Engage,0.8026817440986633,1,Disengage,0.6993335485458374,2,Engage,0.4435454308986664
video10_132_person0,18,0.5490196078431373,0.5264703802813174,0.7447714060544968,2,Engage,13,0,0.0,4,0.2222222222222222,13,0.7222222222222222,1,0.05555555555555555,2,Engage,0.905178725719452,2,Engage,0.6726831197738647,2,Engage,1.0,2,Engage,0.7781438827514648,2,Engage,0.9659380912780762,2,Engage,0.871810257434845,2,Engage,0.823262095451355,2,Engage,0.7463617920875549,3,Highly Engage,0.4507290124893188,2,Engage,0.9260715246200562,2,Engage,0.5256968140602112,1,Disengage,0.6266108751296997,2,Engage,0.6794562935829163,1,Disengage,0.6474597454071045,1,Disengage,0.9169238209724426,2,Engage,0.9071519374847412,1,Disengage,0.5302547812461853,2,Engage,0.4321525394916534
video10_132_person17,18,0.47058823529411764,0.5,0.7350411630339093,1,Disengage,9,0,0.0,9,0.5,9,0.5,0,0.0,2,Engage,0.628126323223114,1,Disengage,0.8087325096130371,1,Disengage,1.0,1,Disengage,0.5416960716247559,1,Disengage,0.6997867822647095,1,Disengage,0.6217423677444458,2,Engage,0.5883763432502747,1,Disengage,0.9041757583618164,1,Disengage,0.6038183569908142,2,Engage,0.551703155040741,1,Disengage,0.6843157410621643,1,Disengage,0.6901118159294128,2,Engage,0.9083192348480223,2,Engage,0.9585683345794678,2,Engage,0.9996243715286256,2,Engage,0.981568157672882,2,Engage,0.6779868006706238,2,Engage,0.3820888102054596
video10_132_person6,18,0.7908496732026143,0.25162916738782287,0.7090693596336577,1,Disengage,16,0,0.0,16,0.8888888888888888,2,0.1111111111111111,0,0.0,2,Engage,0.5723246335983276,1,Disengage,0.5344055891036987,1,Disengage,1.0,1,Disengage,0.8708600997924805,1,Disengage,0.7450629472732544,1,Disengage,0.8668044805526733,1,Disengage,0.6260213851928711,1,Disengage,0.744094967842102,1,Disengage,0.5098995566368103,1,Disengage,0.7039592862129211,1,Disengage,0.8935708403587341,1,Disengage,0.899177610874176,1,Disengage,0.5984043478965759,1,Disengage,0.5958292484283447,1,Disengage,0.8179807066917419,2,Engage,0.6509936451911926,1,Disengage,0.6937986016273499,1,Disengage,0.4400605261325836
video10_134_person15,18,0.6143790849673203,0.4722442670831027,0.6783506886826621,2,Engage,14,0,0.0,3,0.16666666666666666,14,0.7777777777777778,1,0.05555555555555555,2,Engage,0.7644379734992981,2,Engage,0.5021973252296448,2,Engage,1.0,2,Engage,0.7820415496826172,2,Engage,0.875864565372467,2,Engage,0.7651950120925903,2,Engage,0.8675090074539185,3,Highly Engage,0.5551018118858337,2,Engage,0.4456334710121155,2,Engage,0.8698806762695312,2,Engage,0.5928512811660767,2,Engage,0.5267359614372253,2,Engage,0.7310094237327576,1,Disengage,0.6873345375061035,1,Disengage,0.7174257040023804,2,Engage,0.582893431186676,1,Disengage,0.5284336805343628,2,Engage,0.4157669842243194
video10_136_person0,18,0.7058823529411765,0.32501121082417705,0.7383986082341936,2,Engage,15,0,0.0,3,0.16666666666666666,15,0.8333333333333334,0,0.0,2,Engage,0.7039494514465332,2,Engage,0.7851530313491821,2,Engage,1.0,2,Engage,0.91960346698761,2,Engage,0.8682729601860046,2,Engage,0.5903559923171997,2,Engage,0.7440065741539001,2,Engage,0.748468816280365,2,Engage,0.4057368636131286,2,Engage,0.9370942115783693,2,Engage,0.7737810611724854,2,Engage,0.5861529111862183,2,Engage,0.7348093390464783,2,Engage,0.9189935326576232,1,Disengage,0.739728569984436,2,Engage,0.7820095419883728,1,Disengage,0.6741049885749817,1,Disengage,0.3789536356925964
video10_138_person17,18,0.47058823529411764,0.5,0.6177851524617937,1,Disengage,9,0,0.0,9,0.5,9,0.5,0,0.0,2,Engage,0.5997939705848694,2,Engage,0.5039726495742798,2,Engage,1.0,2,Engage,0.7485437393188477,1,Disengage,0.5874727368354797,1,Disengage,0.5857939720153809,2,Engage,0.5972170233726501,1,Disengage,0.8405499458312988,1,Disengage,0.4214696288108825,2,Engage,0.7597979307174683,2,Engage,0.4089256823062897,2,Engage,0.4189809560775757,1,Disengage,0.5665352940559387,1,Disengage,0.4963099062442779,1,Disengage,0.6780041456222534,2,Engage,0.8358452916145325,1,Disengage,0.6776779294013977,1,Disengage,0.3932419419288635
video10_138_person9,18,0.41830065359477125,0.6258145836939114,0.6468736661805047,2,Engage,9,0,0.0,8,0.4444444444444444,9,0.5,1,0.05555555555555555,2,Engage,0.5194051861763,1,Disengage,0.6224952340126038,1,Disengage,1.0,2,Engage,0.5874859690666199,1,Disengage,0.5383915901184082,1,Disengage,0.4461733102798462,2,Engage,0.8371095061302185,2,Engage,0.7130604982376099,2,Engage,0.4534029364585876,2,Engage,0.6671674251556396,2,Engage,0.5065106153488159,3,Highly Engage,0.5952984690666199,2,Engage,0.5110548734664917,1,Disengage,0.724632740020752,1,Disengage,0.9482182264328004,2,Engage,0.8629106283187866,1,Disengage,0.7003164291381836,1,Disengage,0.4100923538208008
video10_13_person15,18,0.45751633986928103,0.597086867128456,0.6359299404753579,2,Engage,11,1,0.05555555555555555,6,0.3333333333333333,11,0.6111111111111112,0,0.0,2,Engage,0.6565427184104919,1,Disengage,0.5452383756637573,1,Disengage,1.0,2,Engage,0.8827549815177917,2,Engage,0.6979951858520508,1,Disengage,0.6115506291389465,2,Engage,0.7182552218437195,2,Engage,0.5089033842086792,2,Engage,0.4466312229633331,2,Engage,0.8567189574241638,2,Engage,0.4913433194160461,1,Disengage,0.4707477390766144,2,Engage,0.7927119135856628,1,Disengage,0.4946326613426208,0,Highly Disengage,0.6179801225662231,2,Engage,0.5609786510467529,1,Disengage,0.6840431690216064,2,Engage,0.4097106754779815
video10_13_person2,18,0.477124183006536,0.4955380299191111,0.6887722793552611,1,Disengage,10,0,0.0,10,0.5555555555555556,8,0.4444444444444444,0,0.0,2,Engage,0.8965966105461121,1,Disengage,0.4779849946498871,1,Disengage,1.0,2,Engage,0.5677669048309326,1,Disengage,0.7024333477020264,1,Disengage,0.8284940123558044,2,Engage,0.8300113081932068,2,Engage,0.7047784924507141,2,Engage,0.4615947604179382,2,Engage,0.4877680242061615,1,Disengage,0.785187840461731,1,Disengage,0.5366716980934143,2,Engage,0.6649221777915955,1,Disengage,0.5720862150192261,1,Disengage,0.8490554690361023,2,Engage,0.9049379229545592,1,Disengage,0.7326478958129883,1,Disengage,0.3949633538722992
video10_143_person0,18,0.477124183006536,0.6121972227029931,0.6456231226523718,2,Engage,12,0,0.0,2,0.1111111111111111,12,0.6666666666666666,4,0.2222222222222222,2,Engage,0.4917555451393127,3,Highly Engage,0.4608863294124603,2,Engage,1.0,2,Engage,0.5974116325378418,2,Engage,0.5918180346488953,3,Highly Engage,0.6652162075042725,3,Highly Engage,0.5968329310417175,2,Engage,0.7390622496604919,3,Highly Engage,0.6133226156234741,2,Engage,0.5346440076828003,1,Disengage,0.732134997844696,1,Disengage,0.8383430242538452,2,Engage,0.6577907204627991,2,Engage,0.4740091264247894,2,Engage,0.7375779747962952,2,Engage,0.8706619143486023,2,Engage,0.5607188940048218,2,Engage,0.4590300023555755
video10_143_person12,18,0.8888888888888888,0.1547717145751626,0.6782821350627475,2,Engage,17,0,0.0,0,0.0,17,0.9444444444444444,1,0.05555555555555555,2,Engage,0.7982146143913269,2,Engage,0.4309182167053222,2,Engage,1.0,2,Engage,0.7748013138771057,2,Engage,0.4124942123889923,2,Engage,0.451280415058136,2,Engage,0.8864010572433472,2,Engage,0.4995017349720001,2,Engage,0.510335385799408,2,Engage,0.8734009265899658,2,Engage,0.5620578527450562,2,Engage,0.5190311670303345,2,Engage,0.7403464913368225,2,Engage,0.6562522649765015,2,Engage,0.9318385124206544,2,Engage,0.9442735314369202,2,Engage,0.6850208640098572,3,Highly Engage,0.5329098701477051
