clip_id,num_models,agreement_rate,prediction_entropy,mean_confidence,majority_class_id,majority_label,majority_vote_count,vote_count_0_Highly Disengage,vote_proportion_0_Highly Disengage,vote_count_1_Disengage,vote_proportion_1_Disengage,vote_count_2_Engage,vote_proportion_2_Engage,vote_count_3_Highly Engage,vote_proportion_3_Highly Engage,predicted_id__openface_mlp/weighted_ce,predicted_label__openface_mlp/weighted_ce,confidence__openface_mlp/weighted_ce,predicted_id__lstm/weighted_ce,predicted_label__lstm/weighted_ce,confidence__lstm/weighted_ce,predicted_id__transformer/ce,predicted_label__transformer/ce,confidence__transformer/ce,predicted_id__temporal_cnn/weighted_ce,predicted_label__temporal_cnn/weighted_ce,confidence__temporal_cnn/weighted_ce,predicted_id__i3d_mlp/ce,predicted_label__i3d_mlp/ce,confidence__i3d_mlp/ce,predicted_id__openface_tcn_i3d_fusion/ce,predicted_label__openface_tcn_i3d_fusion/ce,confidence__openface_tcn_i3d_fusion/ce
video10_117_person6,6,0.4666666666666667,0.4591479170272447,0.7008322576681772,2,Engage,4,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0,0.0,1,Disengage,0.723982572555542,2,Engage,0.5899479389190674,2,Engage,0.76026850938797,1,Disengage,0.7473767399787903,2,Engage,0.6767517924308777,2,Engage,0.7066659927368164
video10_118_person17,6,1.0,-0.0,0.7502902100483576,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.45584216713905334,2,Engage,0.6500241160392761,2,Engage,0.7200212478637695,2,Engage,0.8592360615730286,2,Engage,0.8879205584526062,2,Engage,0.9286971092224121
video10_11_person6,6,0.6666666666666666,0.32501121082417705,0.6083714465300242,2,Engage,5,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.0,2,Engage,0.6914006471633911,2,Engage,0.7047368288040161,2,Engage,0.6667798757553101,1,Disengage,0.5842613577842712,2,Engage,0.5083891749382019,2,Engage,0.49466079473495483
video10_120_person1,6,0.6666666666666666,0.32501121082417705,0.6732041935125986,2,Engage,5,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.0,2,Engage,0.708101749420166,1,Disengage,0.5913572311401367,2,Engage,0.6534789800643921,2,Engage,0.7814620733261108,2,Engage,0.6019691228866577,2,Engage,0.7028560042381287
video10_121_person11,6,1.0,-0.0,0.875464046994845,3,Highly Engage,6,0,0.0,0,0.0,0,0.0,6,1.0,3,Highly Engage,0.936576247215271,3,Highly Engage,0.8878531455993652,3,Highly Engage,0.4878406226634979,3,Highly Engage,0.9894675612449646,3,Highly Engage,0.9687122106552124,3,Highly Engage,0.9823344945907593
video10_121_person6,6,0.4,0.5,0.7442792455355326,1,Disengage,3,0,0.0,3,0.5,3,0.5,0,0.0,1,Disengage,0.6198533177375793,1,Disengage,0.6106023788452148,2,Engage,0.762348473072052,1,Disengage,0.8626340627670288,2,Engage,0.7435665130615234,2,Engage,0.8666707277297974
video10_124_person41,6,1.0,-0.0,0.8284566899140676,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.8456423282623291,2,Engage,0.7525886297225952,2,Engage,0.8491977453231812,2,Engage,0.756507158279419,2,Engage,0.8101549744606018,2,Engage,0.9566493034362793
video10_125_person10,6,1.0,-0.0,0.8230997522672018,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.7994057536125183,2,Engage,0.5679055452346802,2,Engage,0.7895705699920654,2,Engage,0.9278590679168701,2,Engage,0.876786470413208,2,Engage,0.9770711064338684
video10_127_person12,6,0.6666666666666666,0.32501121082417705,0.5614960541327795,2,Engage,5,0,0.0,0,0.0,5,0.8333333333333334,1,0.16666666666666666,2,Engage,0.35223767161369324,2,Engage,0.6444993615150452,2,Engage,0.7112590670585632,3,Highly Engage,0.46385490894317627,2,Engage,0.5851278901100159,2,Engage,0.6119974255561829
video10_12_person6,6,1.0,-0.0,0.6385101775328318,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.7251508831977844,2,Engage,0.6782559752464294,2,Engage,0.6219021677970886,2,Engage,0.7993183732032776,2,Engage,0.503484845161438,2,Engage,0.5029488205909729
video10_130_person12,6,0.4666666666666667,0.4591479170272447,0.6424614091714224,2,Engage,4,0,0.0,0,0.0,4,0.6666666666666666,2,0.3333333333333333,3,Highly Engage,0.529099702835083,2,Engage,0.5825198292732239,2,Engage,0.7898707985877991,3,Highly Engage,0.5636063814163208,2,Engage,0.7106856107711792,2,Engage,0.678986132144928
video10_131_person0,6,0.6666666666666666,0.32501121082417705,0.6887506445248922,2,Engage,5,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.0,1,Disengage,0.5536659955978394,2,Engage,0.6684364676475525,2,Engage,0.7547693252563477,2,Engage,0.5899167656898499,2,Engage,0.7630336284637451,2,Engage,0.8026816844940186
video10_132_person0,6,1.0,-0.0,0.8162771662076315,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.6726830005645752,2,Engage,0.7463617920875549,2,Engage,0.9260715246200562,2,Engage,0.9659380912780762,2,Engage,0.6794562935829163,2,Engage,0.9071522951126099
video10_132_person17,6,0.4,0.5,0.8090476592381796,1,Disengage,3,0,0.0,3,0.5,3,0.5,0,0.0,1,Disengage,0.8087326288223267,1,Disengage,0.9041757583618164,2,Engage,0.5517032146453857,1,Disengage,0.6997868418693542,2,Engage,0.9083192348480225,2,Engage,0.9815682768821716
video10_132_person6,6,0.6666666666666666,0.32501121082417705,0.6628201206525167,1,Disengage,5,0,0.0,5,0.8333333333333334,1,0.16666666666666666,0,0.0,1,Disengage,0.5344055891036987,1,Disengage,0.744094967842102,1,Disengage,0.7039593458175659,1,Disengage,0.7450630068778992,1,Disengage,0.5984043478965759,2,Engage,0.6509934663772583
video10_134_person15,6,0.6666666666666666,0.32501121082417705,0.6861578126748403,2,Engage,5,0,0.0,0,0.0,5,0.8333333333333334,1,0.16666666666666666,2,Engage,0.5021973848342896,3,Highly Engage,0.555101752281189,2,Engage,0.8698806762695312,2,Engage,0.875864565372467,2,Engage,0.731009304523468,2,Engage,0.5828931927680969
video10_136_person0,6,1.0,-0.0,0.8093012770016988,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.7851529121398926,2,Engage,0.748468816280365,2,Engage,0.9370942115783691,2,Engage,0.8682729601860046,2,Engage,0.7348092794418335,2,Engage,0.782009482383728
video10_138_person17,6,0.4,0.5,0.6823622087637583,1,Disengage,3,0,0.0,3,0.5,3,0.5,0,0.0,2,Engage,0.5039726495742798,1,Disengage,0.8405499458312988,2,Engage,0.7597979307174683,1,Disengage,0.5874727368354797,1,Disengage,0.566535234451294,2,Engage,0.8358447551727295
video10_138_person9,6,0.4666666666666667,0.4591479170272447,0.6525134940942129,2,Engage,4,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0,0.0,1,Disengage,0.6224954724311829,2,Engage,0.7130604982376099,2,Engage,0.6671674847602844,1,Disengage,0.5383915901184082,2,Engage,0.5110549926757812,2,Engage,0.8629109263420105
video10_13_person15,6,0.6666666666666666,0.32501121082417705,0.6604243814945221,2,Engage,5,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.0,1,Disengage,0.5452384352684021,2,Engage,0.5089033842086792,2,Engage,0.8567189574241638,2,Engage,0.6979950666427612,2,Engage,0.7927117943763733,2,Engage,0.5609786510467529
video10_13_person2,6,0.4666666666666667,0.4591479170272447,0.6571374237537384,2,Engage,4,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0,0.0,1,Disengage,0.47798487544059753,2,Engage,0.7047784328460693,2,Engage,0.4877679646015167,1,Disengage,0.7024333477020264,2,Engage,0.6649221777915955,2,Engage,0.904937744140625
video10_143_person0,6,0.6666666666666666,0.32501121082417705,0.6424772491057714,2,Engage,5,0,0.0,0,0.0,5,0.8333333333333334,1,0.16666666666666666,3,Highly Engage,0.4608863890171051,2,Engage,0.7390622496604919,2,Engage,0.5346440076828003,2,Engage,0.59181809425354,2,Engage,0.6577907800674438,2,Engage,0.8706619739532471
video10_143_person12,6,1.0,-0.0,0.6501558671394984,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.43091821670532227,2,Engage,0.4995017349720001,2,Engage,0.8734009265899658,2,Engage,0.4124943017959595,2,Engage,0.7403464913368225,2,Engage,0.9442735314369202
video10_143_person3,6,1.0,-0.0,0.7747059861818949,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.6577953100204468,2,Engage,0.5965337753295898,2,Engage,0.9273742437362671,2,Engage,0.807966411113739,2,Engage,0.7788504958152771,2,Engage,0.8797156810760498
video10_144_person6,6,1.0,-0.0,0.7703274339437485,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.9401253461837769,2,Engage,0.4319915473461151,2,Engage,0.9499834775924683,2,Engage,0.9318557381629944,2,Engage,0.6569693684577942,2,Engage,0.711039125919342
video10_145_person10,6,0.4666666666666667,0.4591479170272447,0.6678960025310516,2,Engage,4,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0,0.0,1,Disengage,0.5166129469871521,2,Engage,0.5213712453842163,2,Engage,0.9478417634963989,1,Disengage,0.6490241289138794,2,Engage,0.5568410158157349,2,Engage,0.8156849145889282
video10_145_person15,6,0.6666666666666666,0.32501121082417705,0.7605253954728445,2,Engage,5,0,0.0,0,0.0,5,0.8333333333333334,1,0.16666666666666666,2,Engage,0.6161503791809082,3,Highly Engage,0.770138144493103,2,Engage,0.9000729322433472,2,Engage,0.5309980511665344,2,Engage,0.9226624369621277,2,Engage,0.8231304287910461
video10_146_person9,6,0.6666666666666666,0.32501121082417705,0.6523661812146505,1,Disengage,5,0,0.0,5,0.8333333333333334,1,0.16666666666666666,0,0.0,1,Disengage,0.7279869318008423,1,Disengage,0.5768163204193115,1,Disengage,0.5576450228691101,1,Disengage,0.9114183783531189,2,Engage,0.5097187757492065,1,Disengage,0.6306116580963135
video10_15_person14,6,1.0,-0.0,0.7529639502366384,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.6827344298362732,2,Engage,0.7463840842247009,2,Engage,0.9298005700111389,2,Engage,0.5105188488960266,2,Engage,0.6788468360900879,2,Engage,0.9694989323616028
video10_18_person1,6,1.0,-0.0,0.8607548673947653,3,Highly Engage,6,0,0.0,0,0.0,0,0.0,6,1.0,3,Highly Engage,0.5274267792701721,3,Highly Engage,0.7757647633552551,3,Highly Engage,0.8866032958030701,3,Highly Engage,0.9989147186279297,3,Highly Engage,0.9991790652275085,3,Highly Engage,0.9766405820846558
video10_25_person12,6,0.26666666666666666,0.7295739585136225,0.45622309545675915,3,Highly Engage,3,1,0.16666666666666666,0,0.0,2,0.3333333333333333,3,0.5,3,Highly Engage,0.43188437819480896,3,Highly Engage,0.5418992042541504,2,Engage,0.6013164520263672,3,Highly Engage,0.3897775411605835,2,Engage,0.4518492817878723,0,Highly Disengage,0.32061171531677246
video10_25_person18,6,0.6666666666666666,0.32501121082417705,0.6436860412359238,2,Engage,5,0,0.0,0,0.0,5,0.8333333333333334,1,0.16666666666666666,2,Engage,0.5227352976799011,3,Highly Engage,0.6196345090866089,2,Engage,0.6231768131256104,2,Engage,0.49831685423851013,2,Engage,0.767561137676239,2,Engage,0.8306916356086731
video10_26_person11,6,0.4,0.5,0.6033168236414591,1,Disengage,3,0,0.0,3,0.5,3,0.5,0,0.0,1,Disengage,0.40614256262779236,1,Disengage,0.8723365664482117,2,Engage,0.5332641005516052,1,Disengage,0.4580395519733429,2,Engage,0.6437734961509705,2,Engage,0.7063446640968323
video10_27_person0,6,1.0,-0.0,0.9048817455768585,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.8010035157203674,2,Engage,0.7960535883903503,2,Engage,0.9369431138038635,2,Engage,0.9701584577560425,2,Engage,0.9525840878486633,2,Engage,0.972547709941864
video10_28_person18,6,1.0,-0.0,0.7825330396493276,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.6441266536712646,2,Engage,0.7348639369010925,2,Engage,0.9202307462692261,2,Engage,0.6692233085632324,2,Engage,0.8658646941184998,2,Engage,0.8608888983726501
video10_28_person5,6,1.0,-0.0,0.7692607541879019,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.8270447850227356,2,Engage,0.7205493450164795,2,Engage,0.9113669395446777,2,Engage,0.5350002646446228,2,Engage,0.9522340893745422,2,Engage,0.669369101524353
video10_28_person6,6,0.6666666666666666,0.32501121082417705,0.736394981543223,2,Engage,5,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.0,1,Disengage,0.5489683747291565,2,Engage,0.7512140274047852,2,Engage,0.6549336314201355,2,Engage,0.9174982905387878,2,Engage,0.8115919828414917,2,Engage,0.7341635823249817
video10_29_person10,6,1.0,-0.0,0.8023774524529775,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.6894908547401428,2,Engage,0.5027502775192261,2,Engage,0.9426165819168091,2,Engage,0.7864888310432434,2,Engage,0.9295963644981384,2,Engage,0.9633218050003052
video10_29_person14,6,0.6666666666666666,0.32501121082417705,0.6137498021125793,2,Engage,5,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.0,2,Engage,0.4864908754825592,2,Engage,0.7144469022750854,2,Engage,0.7545173168182373,1,Disengage,0.6634550094604492,2,Engage,0.4964219629764557,2,Engage,0.5671667456626892
video10_29_person18,6,0.6666666666666666,0.32501121082417705,0.6980553468068441,2,Engage,5,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.0,2,Engage,0.5667288303375244,2,Engage,0.6905987858772278,2,Engage,0.7378684878349304,1,Disengage,0.5261275768280029,2,Engage,0.8154227137565613,2,Engage,0.8515856862068176
video10_29_person6,6,1.0,-0.0,0.860344926516215,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.5610226988792419,2,Engage,0.7788836359977722,2,Engage,0.9458830952644348,2,Engage,0.9989670515060425,2,Engage,0.9161466360092163,2,Engage,0.9611664414405823
video10_30_person12,6,0.6666666666666666,0.32501121082417705,0.7056104093790054,2,Engage,5,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.0,2,Engage,0.8056635856628418,2,Engage,0.4953453540802002,2,Engage,0.9129060506820679,1,Disengage,0.4681786596775055,2,Engage,0.7605135440826416,2,Engage,0.7910552620887756
video10_30_person17,6,0.4,0.6258145836939114,0.6045463383197784,1,Disengage,4,0,0.0,4,0.6666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,Disengage,0.532249927520752,1,Disengage,0.5900246500968933,1,Disengage,0.6136617660522461,1,Disengage,0.7359521389007568,2,Engage,0.5773426294326782,3,Highly Engage,0.5780469179153442
video10_30_person26,6,0.26666666666666666,0.7295739585136223,0.656904881199201,2,Engage,3,0,0.0,2,0.3333333333333333,3,0.5,1,0.16666666666666666,2,Engage,0.47319015860557556,3,Highly Engage,0.7162641882896423,1,Disengage,0.6483128666877747,1,Disengage,0.44207102060317993,2,Engage,0.8008500337600708,2,Engage,0.8607410192489624
video10_30_person9,6,1.0,-0.0,0.6711854636669159,1,Disengage,6,0,0.0,6,1.0,0,0.0,0,0.0,1,Disengage,0.7296720743179321,1,Disengage,0.8220407962799072,1,Disengage,0.5395439267158508,1,Disengage,0.8589191436767578,1,Disengage,0.6042382121086121,1,Disengage,0.4726986289024353
video10_31_person5,6,1.0,-0.0,0.7432472805182139,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.6193370819091797,2,Engage,0.7339841723442078,2,Engage,0.8485214710235596,2,Engage,0.7136749625205994,2,Engage,0.9026282429695129,2,Engage,0.6413377523422241
video10_32_person11,6,0.4666666666666667,0.4591479170272447,0.6683602184057236,1,Disengage,4,0,0.0,4,0.6666666666666666,2,0.3333333333333333,0,0.0,1,Disengage,0.37107083201408386,1,Disengage,0.8400692939758301,1,Disengage,0.5627065896987915,1,Disengage,0.724903404712677,2,Engage,0.6053842306137085,2,Engage,0.9060269594192505
video10_33_person6,6,0.26666666666666666,0.7295739585136223,0.6152899861335754,2,Engage,3,0,0.0,2,0.3333333333333333,3,0.5,1,0.16666666666666666,1,Disengage,0.5651265382766724,3,Highly Engage,0.5422199368476868,2,Engage,0.6899908781051636,1,Disengage,0.6187469959259033,2,Engage,0.4807665944099426,2,Engage,0.794888973236084
video10_35_person6,6,0.6666666666666666,0.32501121082417705,0.7043657998243967,2,Engage,5,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.0,2,Engage,0.5839313864707947,2,Engage,0.5463714003562927,2,Engage,0.9380491971969604,2,Engage,0.9031984210014343,1,Disengage,0.5313276648521423,2,Engage,0.7233167290687561
video10_36_person27,6,0.4,0.5,0.5963108837604523,1,Disengage,3,0,0.0,3,0.5,3,0.5,0,0.0,1,Disengage,0.5623904466629028,1,Disengage,0.5388884544372559,2,Engage,0.6941127777099609,2,Engage,0.6785345077514648,1,Disengage,0.5648847222328186,2,Engage,0.5390543937683105
video10_36_person6,6,0.6666666666666666,0.32501121082417705,0.7944036424160004,2,Engage,5,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.0,2,Engage,0.6981370449066162,1,Disengage,0.561995267868042,2,Engage,0.8943076729774475,2,Engage,0.8090864419937134,2,Engage,0.8631294369697571,2,Engage,0.939765989780426
video10_37_person0,6,0.4666666666666667,0.4591479170272447,0.598419576883316,2,Engage,4,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0,0.0,2,Engage,0.49139177799224854,1,Disengage,0.731758713722229,2,Engage,0.6957497000694275,2,Engage,0.5576038360595703,2,Engage,0.6106311082839966,1,Disengage,0.5033823251724243
video10_37_person1,6,1.0,-0.0,0.8662810027599335,1,Disengage,6,0,0.0,6,1.0,0,0.0,0,0.0,1,Disengage,0.9854576587677002,1,Disengage,0.9280245900154114,1,Disengage,0.8526096343994141,1,Disengage,0.9787881374359131,1,Disengage,0.8586997985839844,1,Disengage,0.5941061973571777
video10_37_person6,6,0.4666666666666667,0.4591479170272447,0.6613175024588903,2,Engage,4,0,0.0,0,0.0,4,0.6666666666666666,2,0.3333333333333333,2,Engage,0.47843214869499207,3,Highly Engage,0.6215369701385498,2,Engage,0.8920904994010925,3,Highly Engage,0.6872598528862,2,Engage,0.5741637945175171,2,Engage,0.7144217491149902
video10_38_person3,6,1.0,-0.0,0.8603562712669373,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.7972984910011292,2,Engage,0.6784942150115967,2,Engage,0.9397518038749695,2,Engage,0.8261222243309021,2,Engage,0.9508242607116699,2,Engage,0.9696466326713562
video10_38_person30,6,0.4666666666666667,0.4591479170272447,0.6194591224193573,1,Disengage,4,0,0.0,4,0.6666666666666666,2,0.3333333333333333,0,0.0,2,Engage,0.31167519092559814,1,Disengage,0.8381600379943848,1,Disengage,0.6297598481178284,1,Disengage,0.8002641201019287,1,Disengage,0.5909282565116882,2,Engage,0.5459672808647156
video10_39_person15,6,1.0,-0.0,0.7729446192582449,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.7452298402786255,2,Engage,0.4418928623199463,2,Engage,0.8652403354644775,2,Engage,0.9785377979278564,2,Engage,0.7293598055839539,2,Engage,0.8774070739746094
video10_39_person30,6,0.6666666666666666,0.32501121082417705,0.6221374024947485,2,Engage,5,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.0,2,Engage,0.42140913009643555,1,Disengage,0.4934598505496979,2,Engage,0.8875749707221985,2,Engage,0.5158855319023132,2,Engage,0.6134811043739319,2,Engage,0.8010138273239136
video10_39_person7,6,0.4666666666666667,0.4591479170272447,0.7746386726697286,2,Engage,4,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0,0.0,2,Engage,0.8903785347938538,1,Disengage,0.8789331316947937,2,Engage,0.8832376599311829,2,Engage,0.6084169149398804,1,Disengage,0.6969702839851379,2,Engage,0.689895510673523
video10_39_person9,6,0.6666666666666666,0.32501121082417705,0.7334623336791992,1,Disengage,5,0,0.0,5,0.8333333333333334,1,0.16666666666666666,0,0.0,1,Disengage,0.796079695224762,1,Disengage,0.8697106838226318,1,Disengage,0.531284749507904,1,Disengage,0.9215068817138672,1,Disengage,0.49474620819091797,2,Engage,0.7874457836151123
video10_3_person11,6,0.26666666666666666,0.7295739585136225,0.5614567846059799,3,Highly Engage,3,0,0.0,2,0.3333333333333333,1,0.16666666666666666,3,0.5,3,Highly Engage,0.339764803647995,2,Engage,0.5990228652954102,1,Disengage,0.525680422782898,1,Disengage,0.6050654649734497,3,Highly Engage,0.6291794776916504,3,Highly Engage,0.6700276732444763
video10_40_person17,6,0.4,0.5,0.7087392210960388,1,Disengage,3,0,0.0,3,0.5,3,0.5,0,0.0,2,Engage,0.9203469157218933,2,Engage,0.7179974317550659,1,Disengage,0.6529625058174133,2,Engage,0.8565884232521057,1,Disengage,0.5950630307197571,1,Disengage,0.5094770193099976
video10_40_person7,6,0.4,0.5,0.7559782465298971,1,Disengage,3,0,0.0,3,0.5,3,0.5,0,0.0,1,Disengage,0.9732747077941895,1,Disengage,0.9009422063827515,2,Engage,0.7875095009803772,1,Disengage,0.6063653230667114,2,Engage,0.5060383081436157,2,Engage,0.7617394328117371
video10_41_person3,6,1.0,-0.0,0.7653630971908569,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.7900746464729309,2,Engage,0.6130870580673218,2,Engage,0.9362208247184753,2,Engage,0.7694709897041321,2,Engage,0.6602436304092407,2,Engage,0.8230814337730408
video10_42_person15,6,1.0,-0.0,0.7699119548002878,1,Disengage,6,0,0.0,6,1.0,0,0.0,0,0.0,1,Disengage,0.8419481515884399,1,Disengage,0.9553676843643188,1,Disengage,0.7409913539886475,1,Disengage,0.8547854423522949,1,Disengage,0.5528387427330017,1,Disengage,0.6735403537750244
video10_42_person2,6,0.6666666666666666,0.32501121082417705,0.7410726944605509,2,Engage,5,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.0,1,Disengage,0.5112794637680054,2,Engage,0.6643592715263367,2,Engage,0.8521914482116699,2,Engage,0.851876437664032,2,Engage,0.644109308719635,2,Engage,0.9226202368736267
video10_42_person27,6,0.6666666666666666,0.32501121082417705,0.6894309123357137,2,Engage,5,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.0,2,Engage,0.4832312762737274,2,Engage,0.7556397914886475,2,Engage,0.9199479818344116,2,Engage,0.7818768620491028,1,Disengage,0.7331084609031677,2,Engage,0.4627811014652252
video10_42_person6,6,1.0,-0.0,0.5533175319433212,2,Engage,6,0,0.0,0,0.0,6,1.0,0,0.0,2,Engage,0.4096381962299347,2,Engage,0.4708775281906128,2,Engage,0.7512162327766418,2,Engage,0.489443302154541,2,Engage,0.5001301169395447,2,Engage,0.6985998153686523
video10_44_person0,6,0.4666666666666667,0.4591479170272447,0.6338718434174856,2,Engage,4,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0,0.0,2,Engage,0.5073104500770569,2,Engage,0.4984118938446045,2,Engage,0.7564789652824402,1,Disengage,0.5748023986816406,2,Engage,0.9478000998497009,1,Disengage,0.5184272527694702
