feature,group,private_mean_z,cmose_mean_z,abs_standardized_mean_diff,standardized_wasserstein,ks_statistic
i3d_0022,other,-1.5446009635925293,0.05420096591114998,1.5988019704818726,1.6013466023542182,0.846481898796931
i3d_0023,other,1.0290029048919678,-0.03610832616686821,1.0651112794876099,1.0651112384913548,0.43651303867428715
i3d_0024,other,0.4929494559764862,-0.017297884449362755,0.5102473497390747,0.5614893302467494,0.27469065091078776
i3d_0025,other,1.5207947492599487,-0.05336558446288109,1.5741603374481201,1.5741603194130778,0.5664283541456112
i3d_0026,other,-0.5403282642364502,0.018960440531373024,0.5592886805534363,0.5712826729119855,0.26817169688578235
i3d_0027,other,0.202846959233284,-0.00711802439764142,0.20996499061584473,0.31941755506021663,0.21577410256390606
i3d_0028,other,0.6484705805778503,-0.022755216807127,0.6712257862091064,0.6713031904617889,0.26643693600157536
i3d_0029,other,-0.2468496412038803,0.008662098087370396,0.25551173090934753,0.3874449959758789,0.20599557574675553
i3d_0030,other,0.5292882323265076,-0.018573038280010223,0.5478612780570984,0.5486230349340213,0.30271768988697234
i3d_0031,other,0.25872138142585754,-0.009078685194253922,0.26780006289482117,0.27193598629670457,0.11890621180786759
i3d_0032,other,-0.4946167767047882,0.017356397584080696,0.5119732022285461,0.5198592987281893,0.28292520989150854
i3d_0033,other,0.2784920036792755,-0.009772449731826782,0.2882644534111023,0.4106180489333352,0.14275744993214967
i3d_0034,other,1.0464552640914917,-0.03672074154019356,1.0831760168075562,1.084266481047437,0.4853028054240395
i3d_0035,other,3.597716808319092,-0.12624602019786835,3.7239627838134766,3.7239628351953913,0.8568153728624857
i3d_0036,other,-0.14873869717121124,0.005219318903982639,0.1539580225944519,0.16991655438919984,0.10483464985644544
i3d_0037,other,-0.4929419457912445,0.017297634854912758,0.5102396011352539,0.5713731253560067,0.3007222168159935
i3d_0038,other,0.8785079717636108,-0.030827373266220093,0.9093353748321533,0.9668288317989062,0.29076630610101
i3d_0039,other,1.0670363903045654,-0.03744293376803398,1.1044793128967285,1.1044792967821284,0.4031106546040508
i3d_0040,other,-0.0877719596028328,0.0030799710657447577,0.09085193276405334,0.16540919708758292,0.059755003336962736
i3d_0041,other,-0.9173787832260132,0.032191384583711624,0.9495701789855957,0.9520441579929341,0.447631714248716
i3d_0042,other,1.1607133150100708,-0.040730126202106476,1.2014434337615967,1.20144347423976,0.43059021714394297
i3d_0043,other,-1.346488356590271,0.047249071300029755,1.3937374353408813,1.3947290368234397,0.6891172871527318
i3d_0044,other,-0.6651877760887146,0.023341836407780647,0.6885296106338501,0.6925590230931209,0.38258182071736657
i3d_0045,other,0.45192795991897583,-0.015858421102166176,0.46778637170791626,0.4999237437929854,0.26538565864595165
i3d_0046,other,-1.5306228399276733,0.053710468113422394,1.5843333005905151,1.5866597415776729,0.7323238669842975
i3d_0047,other,3.1611623764038086,-0.11092707514762878,3.2720894813537598,3.2720897714387185,0.8363196787320921
i3d_0048,other,-1.6947585344314575,0.059470098465681076,1.7542285919189453,1.7572275056063003,0.7672047056155221
i3d_0049,other,0.2653760015964508,-0.009312191978096962,0.274688184261322,0.3059196532430972,0.2047081057928294
i3d_0050,other,-0.319482684135437,0.011210847645998001,0.3306935429573059,0.3481634074088369,0.20885862081912276
i3d_0051,other,-0.31542733311653137,0.01106853038072586,0.32649585604667664,0.340404647854827,0.173241045178108
i3d_0052,other,-0.7025248408317566,0.024652017280459404,0.7271768450737,0.7367660581660562,0.4009412457023674
i3d_0053,other,-0.8139947652816772,0.028563562780618668,0.8425583243370056,0.8551949480154228,0.4438553145058652
i3d_0054,other,0.5729550719261169,-0.02010534144937992,0.5930604338645935,0.59870690755591,0.28334051042120817
i3d_0055,other,-0.778193473815918,0.02730727009475231,0.8055007457733154,0.8060417061897792,0.43471889441175593
i3d_0056,other,0.5490946173667908,-0.019268043339252472,0.5683626532554626,0.5683626616704408,0.23528939627409529
i3d_0057,other,1.2274785041809082,-0.043072961270809174,1.2705514430999756,1.2705670804421743,0.4487425665419488
i3d_0058,other,-1.1867502927780151,0.041643768548965454,1.2283940315246582,1.2392426901971454,0.5705292553171111
i3d_0059,other,-0.6598954200744629,0.023156121373176575,0.6830515265464783,0.6897942670238782,0.45497399008029393
i3d_0060,other,-1.812217354774475,0.06359179317951202,1.8758091926574707,1.8828157643819075,0.8442270544541748
i3d_0061,other,2.6741886138916016,-0.09383887052536011,2.7680275440216064,2.7680276276900457,0.7618751431905655
i3d_0062,other,0.5629974007606506,-0.019755912944674492,0.5827533006668091,0.5845895488645109,0.23690749755378793
i3d_0063,other,-0.4117126762866974,0.014447231777012348,0.42615991830825806,0.4381008653998588,0.2565340872085138
i3d_0064,other,-0.28549134731292725,0.01001806277781725,0.295509397983551,0.30835958629776705,0.1576103822067476
i3d_0065,other,1.3872523307800293,-0.04867950454354286,1.4359318017959595,1.4359317953417352,0.5069901898659008
i3d_0066,other,-0.6109169721603394,0.021437449380755424,0.6323544383049011,0.6418689757052343,0.351822380101128
i3d_0067,other,0.38546648621559143,-0.013526255264878273,0.39899274706840515,0.3989927402828012,0.18024311171967367
i3d_0068,other,0.172174334526062,-0.0060416897758841515,0.17821602523326874,0.24360650230366532,0.07672102608347853
i3d_0069,other,-0.14733876287937164,0.0051701986230909824,0.1525089591741562,0.3819657337690656,0.1513115298001117
i3d_0070,other,0.2240966260433197,-0.007863692007958889,0.23196031153202057,0.25595382657315424,0.17581655976381505
i3d_0071,other,1.4462251663208008,-0.050748903304338455,1.4969741106033325,1.4971764243557784,0.5414195232625765
i3d_0072,other,-0.07938766479492188,0.002785754157230258,0.0821734219789505,0.09628314911602355,0.06486542193997458
i3d_0073,other,0.14773549139499664,-0.005184120032936335,0.15291960537433624,0.470599395562211,0.1392335253268193
i3d_0074,other,1.240166187286377,-0.04351817071437836,1.2836843729019165,1.2852602385621936,0.3773422911563208
i3d_0075,other,-0.2722744047641754,0.009554271586239338,0.2818286716938019,0.29891750507901693,0.14321336103025184
i3d_0076,other,-0.9416074752807617,0.0330415703356266,0.9746490716934204,0.9757847132925658,0.5212876002142399
i3d_0077,other,1.9814698696136475,-0.06953095644712448,2.0510008335113525,2.051000773660487,0.617216658914901
i3d_0078,other,-0.9496676921844482,0.033324405550956726,0.9829921126365662,0.9853341417243284,0.46747304186183364
i3d_0079,other,2.950338840484619,-0.10352914780378342,3.053868055343628,3.0538679953508465,0.8239395852664858
i3d_0080,other,1.7159444093704224,-0.060213521122932434,1.7761579751968384,1.7761579484926886,0.6072530858285208
i3d_0081,other,0.1184864416718483,-0.004157756455242634,0.12264420092105865,0.131786887731102,0.051062042987435996
i3d_0082,other,-0.39207181334495544,0.013758030720055103,0.40582984685897827,0.4111643210418234,0.22964069608046717
i3d_0083,other,-0.5410614609718323,0.01898616924881935,0.5600476264953613,0.5946477955330907,0.3787353102762362
i3d_0084,other,-0.38319483399391174,0.013446534983813763,0.3966413736343384,0.4253868295421203,0.23951308694722695
i3d_0085,other,0.3427698016166687,-0.012027991935610771,0.3547977805137634,0.4093272245909745,0.2591793293739306
i3d_0086,other,-0.44493794441223145,0.015613149851560593,0.46055108308792114,0.4672435346936721,0.21535726955992707
i3d_0087,other,-0.4852852523326874,0.017028944566845894,0.5023142099380493,0.5205415599434292,0.2769843817883822
i3d_0088,other,0.7331516146659851,-0.025726720690727234,0.7588783502578735,0.7588783620065709,0.2458021698303321
i3d_0089,other,-1.9060190916061401,0.06688334792852402,1.9729024171829224,1.9784747141212835,0.8780050862821331
i3d_0090,other,-0.588695764541626,0.020657675340771675,0.6093534231185913,0.6116443024244983,0.4046394892569722
i3d_0091,other,2.828472137451172,-0.09925277531147003,2.927724838256836,2.9277248884001694,0.7902019724476449
i3d_0092,other,-0.711003839969635,0.02494955249130726,0.7359533905982971,0.7550957642428483,0.3625265213829967
i3d_0093,other,0.56410813331604,-0.019794907420873642,0.5839030146598816,0.5839030197166967,0.3563305363123612
i3d_0094,other,0.1242414265871048,-0.004359712824225426,0.12860113382339478,0.3438062420840587,0.12578721288136574
i3d_0095,other,-0.2903505563735962,0.010188572108745575,0.30053913593292236,0.30775817122256266,0.15943881558127904
i3d_0096,other,-0.7172806859016418,0.025169802829623222,0.742450475692749,0.7522185041465096,0.3694169088614559
i3d_0097,other,-1.251922369003296,0.04393070936203003,1.2958531379699707,1.2994958204297924,0.652137916555243
i3d_0098,other,1.0685549974441528,-0.03749622404575348,1.1060512065887451,1.1060512607365625,0.36085516662209727
i3d_0099,other,-0.30680182576179504,0.010765846818685532,0.3175676763057709,0.3350611288562174,0.15062268261155076
i3d_0100,other,-0.74991774559021,0.026315059512853622,0.7762327790260315,0.7778289334907486,0.46063111888245845
i3d_0101,other,1.0538231134414673,-0.03697928413748741,1.0908024311065674,1.091385791764294,0.4314382500982699
i3d_0102,other,-0.020815951749682426,0.000730450265109539,0.02154640108346939,0.18575251229052953,0.10489058516764121
i3d_0103,other,0.30888092517852783,-0.010838816873729229,0.31971973180770874,0.4029619959010903,0.2693499780473059
i3d_0104,other,0.6261315941810608,-0.021971335634589195,0.6481029391288757,0.649410462320706,0.30578781054633475
i3d_0105,other,0.08331544697284698,-0.002923592459410429,0.0862390398979187,0.277412084790039,0.10402128913268849
i3d_0106,other,0.7373861074447632,-0.02587531879544258,0.7632614374160767,0.7643004083118544,0.3402393648200607
i3d_0107,other,1.7617945671081543,-0.06182243302464485,1.8236169815063477,1.8236171315333243,0.5495424031801907
i3d_0108,other,1.1016072034835815,-0.03865605592727661,1.140263319015503,1.140753880738181,0.4525044077791459
i3d_0109,other,-0.009245101362466812,0.00032441658549942076,0.009569518268108368,0.08732467583673076,0.040730676074015426
i3d_0110,other,-0.305655300617218,0.010725628584623337,0.31638091802597046,0.36674512037983403,0.216751054916982
i3d_0111,other,0.48193690180778503,-0.016911448910832405,0.4988483488559723,0.5000093836607202,0.23689217281099456
i3d_0112,other,0.7426953911781311,-0.02606162056326866,0.7687569856643677,0.768822184824137,0.34109276143436534
i3d_0113,other,0.69769287109375,-0.02448246069252491,0.7221753597259521,0.7221816094575572,0.24707546439717443
i3d_0114,other,-0.4792275130748749,0.01681637205183506,0.4960438907146454,0.5598631957729006,0.39020166595278905
i3d_0115,other,-0.22616495192050934,0.007936261594295502,0.23410120606422424,0.25795065038975185,0.12768460759846723
i3d_0116,other,-0.4742113947868347,0.01664036512374878,0.4908517599105835,0.5227277129964777,0.2577723264262164
i3d_0117,other,-0.23885883390903473,0.00838170014321804,0.24724052846431732,0.25874417484519524,0.20940973688182862
i3d_0118,other,3.1635918617248535,-0.11101232469081879,3.274604082107544,3.2746835836169046,0.8418952032788819
i3d_0119,other,1.248024582862854,-0.0437939278781414,1.2918184995651245,1.2918184714190564,0.4431731718922763
i3d_0120,other,-1.1485329866409302,0.04030269756913185,1.1888357400894165,1.1976703730765885,0.5902401310572003
i3d_0121,other,-0.8366169333457947,0.029357384890317917,0.8659743070602417,0.8682914890598317,0.5103978379852867
i3d_0122,other,0.8150845766067505,-0.028601795434951782,0.8436863422393799,0.8455340491230547,0.35990330853534536
i3d_0123,other,-0.8043957352638245,0.02822672575712204,0.8326224684715271,0.8377833281138372,0.40533504102050527
i3d_0124,other,2.8832457065582275,-0.10117482393980026,2.9844205379486084,2.9844206156119544,0.8280401033194159
i3d_0125,other,0.6634235978126526,-0.02327992580831051,0.6867035031318665,0.7000528686189692,0.26768513630209356
i3d_0126,other,-1.448936939239502,0.050844062119722366,1.4997810125350952,1.503676103193494,0.6858393246692346
i3d_0127,other,0.962011456489563,-0.03375754877924919,0.9957690238952637,0.99576904110565,0.3979134596449717
i3d_0128,other,0.4637369215488434,-0.016272805631160736,0.4800097346305847,0.4841799309187341,0.18872937960077513
i3d_0129,other,0.878591775894165,-0.030830305069684982,0.9094220995903015,0.9094220916773311,0.3208922601620285
i3d_0130,other,-0.7317871451377869,0.025678852573037148,0.7574660181999207,0.7682445193306291,0.3847588919904466
i3d_0131,other,0.9142199158668518,-0.0320805199444294,0.9463004469871521,0.946300418989695,0.3021991389027024
i3d_0132,other,-1.0645076036453247,0.03735420107841492,1.101861834526062,1.1098646399390333,0.5270324631688963
i3d_0133,other,0.46941861510276794,-0.016472186893224716,0.48589080572128296,0.5413364795532493,0.38063462058618674
i3d_0134,other,0.08411789685487747,-0.0029517505317926407,0.08706964552402496,0.3259494861731427,0.26626951318655806
i3d_0135,other,1.3173738718032837,-0.046227436512708664,1.3636013269424438,1.3667404771065912,0.5926643138078231
i3d_0136,other,0.24764679372310638,-0.008690071292221546,0.25633686780929565,0.26241384090268327,0.1488091908612429
i3d_0137,other,-0.749848484992981,0.026312632486224174,0.7761611342430115,0.7849256805999641,0.3771721865113147
i3d_0138,other,1.1402984857559204,-0.04001375287771225,1.1803122758865356,1.1809144765921544,0.47341157125354105
i3d_0139,other,0.40929991006851196,-0.014362582936882973,0.4236624836921692,0.4321737031293646,0.22893556635268825
i3d_0140,other,1.7476353645324707,-0.06132557615637779,1.8089609146118164,1.8089609100761335,0.6370568371723091
i3d_0141,other,0.9226636290550232,-0.032376814633607864,0.955040454864502,0.9620919399620159,0.4439468798440554
i3d_0142,other,3.046839952468872,-0.1069154366850853,3.1537554264068604,3.1537554532278635,0.8426723592977896
i3d_0143,other,3.9445128440856934,-0.13841530680656433,4.08292818069458,4.082928097494195,0.9340016964490272
i3d_0144,other,0.3977303206920624,-0.013956591486930847,0.41168689727783203,0.4116869300346733,0.20791557445947717
i3d_0145,other,-1.7763069868087769,0.062331672757864,1.8386386632919312,1.8414065827408712,0.8295528469924043
i3d_0146,other,0.7217013835906982,-0.025324925780296326,0.7470263242721558,0.7474264702293569,0.2689206936898073
i3d_0147,other,-1.6222200393676758,0.05692467838525772,1.6791447401046753,1.686086226184642,0.8021721290435292
i3d_0148,other,0.23102590441703796,-0.008106837049126625,0.23913274705410004,0.23913273766818974,0.13493378561757563
i3d_0149,other,1.7148159742355347,-0.06017391011118889,1.7749898433685303,1.7749898551645849,0.5877008211763426
i3d_0150,other,-0.5888323783874512,0.020662479102611542,0.6094948649406433,0.6119229906774162,0.331299676111561
i3d_0151,other,-1.814662218093872,0.063677579164505,1.8783397674560547,1.879563320956662,0.83312217114826
i3d_0152,other,0.3277556896209717,-0.011501140892505646,0.33925682306289673,0.38769398660833304,0.18250102101098853
i3d_0153,other,-0.5201433300971985,0.018252143636345863,0.5383954644203186,0.5409284338470841,0.3002791401899808
i3d_0154,other,0.8609656095504761,-0.030211787670850754,0.8911774158477783,0.8920824081585446,0.28957308331526294
i3d_0155,other,0.2179720103740692,-0.007648765575140715,0.22562077641487122,0.2313048193164701,0.13934654530492024
i3d_0156,other,1.865805745124817,-0.06547223031520844,1.9312779903411865,1.9312779711087802,0.5745424223361191
i3d_0157,other,0.1463046371936798,-0.005133924074470997,0.15143856406211853,0.16707649308238307,0.08810616062322663
i3d_0158,other,-0.7912005186080933,0.02776370756328106,0.8189642429351807,0.8305397364856347,0.37487539068516157
i3d_0159,other,-3.308559098513797e-05,1.1609540706558619e-06,3.4246546420035884e-05,0.09397702687340223,0.06471830440915838
i3d_0160,other,0.3192877769470215,-0.01120399683713913,0.3304917812347412,0.34036528100327085,0.1986548323894568
i3d_0161,other,0.6787288188934326,-0.023816991597414017,0.7025458216667175,0.7025458294321048,0.2253346349148213
i3d_0162,other,0.2127031683921814,-0.007463882211595774,0.22016705572605133,0.3045749166100606,0.1500905309180517
i3d_0163,other,-0.0949995219707489,0.0033335844054818153,0.09833310544490814,0.1550527443571646,0.09081346799695644
i3d_0164,other,0.51312655210495,-0.018005922436714172,0.5311324596405029,0.5636939864296742,0.19866441035370275
i3d_0165,other,-1.4768993854522705,0.051825277507305145,1.5287246704101562,1.537581561620843,0.7121511418082738
i3d_0166,other,2.209496021270752,-0.07753252983093262,2.2870285511016846,2.287028481524472,0.7538003446534655
i3d_0167,other,-0.5037493705749512,0.01767687126994133,0.521426260471344,0.5266617045742131,0.28989796786248195
i3d_0168,other,-0.9036888480186462,0.03171098232269287,0.9353998303413391,0.9401728273792035,0.47943898415344965
i3d_0169,other,-0.6852384209632874,0.024045424535870552,0.7092838287353516,0.7468994231596752,0.3739800425874602
i3d_0170,other,-0.8502539396286011,0.029835907742381096,0.8800898194313049,0.8855859795293304,0.42373335254034433
i3d_0171,other,1.2448989152908325,-0.04368424788117409,1.2885831594467163,1.288586732746764,0.42480570141730883
i3d_0172,other,-0.5778844952583313,0.020278314128518105,0.598162829875946,0.5992592642310743,0.4412882285286944
i3d_0173,other,-0.44018587470054626,0.015446383506059647,0.4556322693824768,0.46988658490725843,0.26573046535880207
i3d_0174,other,1.170783281326294,-0.04108348488807678,1.2118667364120483,1.2118667111753554,0.5170692732010859
i3d_0175,other,0.12038453668355942,-0.004224361386150122,0.12460889667272568,0.16863909502434854,0.13762825851921606
i3d_0176,other,2.06198787689209,-0.07235638797283173,2.1343443393707275,2.1343442446612437,0.7502752706924256
i3d_0177,other,2.328411102294922,-0.08170533180236816,2.41011643409729,2.41011647304803,0.7135083393419095
i3d_0178,other,-1.538546085357666,0.0539885051548481,1.5925345420837402,1.5960833883200558,0.7456855102258177
i3d_0179,other,0.028771979734301567,-0.0010096296900883317,0.029781609773635864,0.12471283360313554,0.07355570045951243
i3d_0180,other,1.3078656196594238,-0.04589379206299782,1.3537594079971313,1.3537595760274819,0.4103374201868239
i3d_0181,other,1.8624275922775269,-0.06535369157791138,1.927781343460083,1.9277812693365446,0.5432724762255772
i3d_0182,other,-1.3768908977508545,0.048315923660993576,1.4252067804336548,1.4316253552313767,0.6410364813164567
i3d_0183,other,1.9806371927261353,-0.06950174272060394,2.0501389503479004,2.050138944134774,0.6907970705221675
i3d_0184,other,-0.8583945631980896,0.030121568590402603,0.8885161280632019,0.8931702447817509,0.42524532997619297
i3d_0185,other,-0.29742974042892456,0.010436983779072762,0.3078667223453522,0.33115495343736734,0.20091389103648133
i3d_0186,other,-0.5562726855278015,0.019519951194524765,0.5757926106452942,0.5863566624141753,0.2383721598462622
i3d_0187,other,-1.3540287017822266,0.04751366376876831,1.4015424251556396,1.4068040806749988,0.6836229837427465
i3d_0188,other,0.9662826657295227,-0.0339074432849884,1.0001901388168335,1.0005798400095594,0.3974638700032718
i3d_0189,other,0.07042662799358368,-0.002471308223903179,0.07289793342351913,0.15515026098059112,0.06522861834417687
i3d_0190,other,2.1103131771087646,-0.07405214011669159,2.1843652725219727,2.184365168950023,0.6409541108239425
i3d_0191,other,0.6519458889961243,-0.02287716418504715,0.6748230457305908,0.6759625203729226,0.28383626585057303
i3d_0192,other,0.6298559904098511,-0.022102022543549538,0.6519579887390137,0.651958026856901,0.21132130698601387
i3d_0193,other,0.511384129524231,-0.017944781109690666,0.5293288826942444,0.5307836690605767,0.22394314826918527
i3d_0194,other,0.05779784917831421,-0.0020281667821109295,0.059826016426086426,0.09147146522093716,0.0364453033111406
i3d_0195,other,-1.3990579843521118,0.04909377172589302,1.448151707649231,1.4546654598757967,0.6887493017664065
i3d_0196,other,1.2495412826538086,-0.04384714365005493,1.2933883666992188,1.2933882945514097,0.4439499447926141
i3d_0197,other,-0.23135732114315033,0.008118471130728722,0.2394757866859436,0.30694290563182136,0.17213134224058463
i3d_0198,other,-1.1551685333251953,0.04053556174039841,1.1957041025161743,1.1974803760250492,0.7059624359904649
i3d_0199,other,0.10130564868450165,-0.003554868744686246,0.10486051440238953,0.17655435305642778,0.09294303256737724
i3d_0200,other,0.018646247684955597,-0.000654307659715414,0.0193005558103323,0.1189632588424774,0.06097945028615126
i3d_0201,other,-1.320857286453247,0.0463496670126915,1.3672069311141968,1.377053583818592,0.6746062882017104
i3d_0202,other,3.9086546897888184,-0.13715702295303345,4.045811653137207,4.045811770342196,0.9511362913662698
i3d_0203,other,1.5735275745391846,-0.05521601438522339,1.6287436485290527,1.6287435680628986,0.4682228049029982
i3d_0204,other,-1.0797561407089233,0.03788929432630539,1.1176453828811646,1.1203407048557132,0.573201698900986
i3d_0205,other,0.43979066610336304,-0.015432511456310749,0.4552231729030609,0.6402856073025345,0.15784657480505015
i3d_0206,other,0.01362187135964632,-0.0004779977898579091,0.014099868945777416,0.2210192853989903,0.14081139915667945
i3d_0207,other,-0.394964337348938,0.013859536498785019,0.4088238775730133,0.45349087969120594,0.21637674807425453
i3d_0208,other,1.398091197013855,-0.049059849232435226,1.4471510648727417,1.4471511725801292,0.571798718698255
i3d_0209,other,-1.2930893898010254,0.0453752838075161,1.338464617729187,1.3408711369959403,0.6620214178605279
i3d_0210,other,-0.3081350326538086,0.010812640190124512,0.3189476728439331,0.347284172536773,0.1659520228277369
i3d_0211,other,2.1224749088287354,-0.07447891682386398,2.196953773498535,2.1969538553714423,0.6008256971417056
i3d_0212,other,-1.587973713874817,0.05572294071316719,1.643696665763855,1.6508203090700646,0.7501944326741906
i3d_0213,other,-0.8064965009689331,0.028300443664193153,0.8347969651222229,0.8423713376786132,0.41373932152766235
i3d_0214,other,-0.1550150364637375,0.005439572501927614,0.1604546159505844,0.19243185421557743,0.09397170592738069
i3d_0215,other,0.1692488193511963,-0.005939040333032608,0.1751878559589386,0.17615958998896616,0.11313510523117754
i3d_0216,other,1.0133813619613647,-0.035560157150030136,1.0489414930343628,1.0489415844480008,0.42029524649465666
i3d_0217,other,-0.8497485518455505,0.029818182811141014,0.8795667290687561,0.8932917430925256,0.47801359151438344
i3d_0218,other,-0.4743310809135437,0.016644557937979698,0.49097564816474915,0.4965592062321402,0.292892614163587
i3d_0219,other,-1.1069917678833008,0.03884501755237579,1.1458368301391602,1.1569224483688303,0.5625326129682571
i3d_0220,other,0.26493003964424133,-0.0092965392395854,0.274226576089859,0.27738979762082877,0.1869668426202552
i3d_0221,other,2.3805043697357178,-0.08353331685066223,2.4640376567840576,2.4640376207452372,0.772040811322533
i3d_0222,other,1.3355212211608887,-0.04686423018574715,1.382385492324829,1.3823854540188214,0.4989950799913262
i3d_0223,other,-0.3788743317127228,0.013294930569827557,0.3921692669391632,0.5231115632388263,0.30284660928572144
i3d_0224,other,-2.254987955093384,0.07912887632846832,2.3341169357299805,2.335939164142943,0.9367480819168802
i3d_0225,other,1.9058997631072998,-0.06687914580106735,1.9727789163589478,1.972862710068119,0.6844798284241796
i3d_0226,other,-1.2508245706558228,0.04389217495918274,1.294716715812683,1.297989010511355,0.6598893630194034
i3d_0227,other,1.1905468702316284,-0.04177699610590935,1.2323238849639893,1.2323238140161241,0.48710920948080544
i3d_0228,other,1.2901983261108398,-0.04527384415268898,1.3354722261428833,1.335472172274239,0.38449300770298195
i3d_0229,other,1.7029941082000732,-0.059759076684713364,1.7627531290054321,1.7627532225963773,0.5772918727525307
i3d_0230,other,2.8993079662323,-0.10173846781253815,3.0010464191436768,3.0010467017038835,0.7856953487106911
i3d_0231,other,1.4141366481781006,-0.04962289705872536,1.4637595415115356,1.4637595807583517,0.5173548880948969
i3d_0232,other,-0.4238319396972656,0.014872511848807335,0.4387044608592987,0.45477990001701546,0.2585536967493922
i3d_0233,other,-0.1689833551645279,0.005929717794060707,0.17491307854652405,0.5269446977986978,0.25150125011589336
i3d_0234,other,-0.13245180249214172,0.004647814203053713,0.13709962368011475,0.4737312541454092,0.22743948833748762
i3d_0235,other,1.1892096996307373,-0.04173007234930992,1.2309397459030151,1.2309776602256806,0.4302827644916515
i3d_0236,other,-1.4275940656661987,0.050095126032829285,1.4776891469955444,1.4816685747533396,0.7187128135538154
i3d_0237,other,-1.2639943361282349,0.04435431957244873,1.3083486557006836,1.3104357266786402,0.6862061606998504
i3d_0238,other,3.0342869758605957,-0.10647493600845337,3.1407618522644043,3.140761879559707,0.8632107711487198
i3d_0239,other,1.9889851808547974,-0.0697946771979332,2.0587799549102783,2.058779860650329,0.6980100438364267
i3d_0240,other,-0.7820078134536743,0.02744111977517605,0.8094489574432373,0.835047613534036,0.4356711356170776
i3d_0241,other,2.53350567817688,-0.08890222758054733,2.622407913208008,2.6224078758451927,0.8239796211570335
i3d_0242,other,-0.287556916475296,0.010090552270412445,0.29764747619628906,0.31725568020875944,0.1644622662689385
i3d_0243,other,1.174367904663086,-0.04120927304029465,1.2155771255493164,1.2235668130826847,0.4340329206124687
i3d_0244,other,-0.515008270740509,0.01807195134460926,0.5330802202224731,0.5532779046001243,0.2987068215793833
i3d_0245,other,-0.2136072963476181,0.007495599798858166,0.22110289335250854,0.2285891229130461,0.10598055749881807
i3d_0246,other,1.8358690738677979,-0.06442175060510635,1.900290846824646,1.9002907281475219,0.6625549104690215
i3d_0247,other,0.46110284328460693,-0.01618037186563015,0.47728320956230164,0.48604893950133227,0.2833682865175211
i3d_0248,other,-0.39273810386657715,0.013781409710645676,0.40651950240135193,0.4262847259361957,0.2343666551986508
i3d_0249,other,-0.2991090714931488,0.010495915077626705,0.3096049726009369,0.3161546719900945,0.14188872857505178
i3d_0250,other,-0.3439193367958069,0.012068336829543114,0.35598766803741455,0.37271542414439907,0.15851147708299645
i3d_0251,other,1.2284380197525024,-0.043106626719236374,1.2715446949005127,1.2715447679845593,0.5418317588437175
i3d_0252,other,0.295596718788147,-0.010372653603553772,0.30596935749053955,0.3924239703435518,0.2520929767470015
i3d_0253,other,2.188136577606201,-0.07678301632404327,2.2649195194244385,2.2649195760541434,0.6583365834558674
